[header]
width=32
height=32
tilewidth=8
tileheight=8

[tilesets]
tileset=../../tile_sheet.png,8,8,0,0
tileset=../../tile_sheet.png,8,8,0,0

[layer]
type=tile_data
data=
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,66,66,66,66,66,66,66,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,66,65,65,65,65,65,65,65,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,66,65,65,65,65,65,65,65,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,66,65,65,65,65,65,65,65,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,66,65,65,65,65,65,65,65,66,0,66,66,66,66,66,0,66,66,66,66,66,0,0,0,0,0,0,0,0,0,0,
0,66,65,65,65,65,65,65,65,66,0,66,65,65,65,66,0,66,65,65,65,66,0,0,0,0,0,0,0,0,0,0,
0,66,65,65,65,65,65,65,65,66,0,66,65,65,65,66,0,66,65,65,65,66,0,0,0,0,0,0,0,0,0,0,
0,66,66,66,66,65,66,66,66,66,0,66,66,65,66,66,0,66,66,65,66,66,66,66,66,66,66,0,0,0,0,0,
0,66,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,66,0,0,0,0,0,
0,66,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,66,66,66,66,0,0,
0,66,65,66,66,66,66,65,66,66,0,66,66,65,66,66,66,66,66,65,66,66,66,66,65,65,66,65,65,66,0,0,
0,66,65,66,0,66,65,65,65,66,0,66,65,65,65,66,0,66,65,65,65,66,0,66,65,65,65,65,65,66,0,0,
0,66,65,66,0,66,65,65,65,66,0,66,65,65,65,66,0,66,65,65,65,66,0,66,65,65,66,65,65,66,0,0,
0,66,65,66,0,66,66,66,66,66,0,66,66,66,66,66,0,66,66,66,66,66,0,66,65,65,66,66,66,66,0,0,
0,66,65,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,65,65,66,0,0,0,0,0,
0,66,65,66,0,66,66,66,66,66,0,66,66,66,66,66,0,66,66,66,66,66,0,66,65,65,66,0,0,0,0,0,
0,66,65,66,0,66,65,65,65,66,0,66,65,65,65,66,0,66,65,65,65,66,0,66,65,65,66,66,66,66,0,0,
0,66,65,66,0,66,65,65,65,66,0,66,65,65,65,66,0,66,65,65,65,66,0,66,65,65,66,65,65,66,0,0,
0,66,65,66,66,66,66,65,66,66,66,66,66,65,66,66,66,66,66,65,66,66,66,66,65,65,65,65,65,66,0,0,
0,66,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,66,65,65,66,0,0,
0,66,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,66,66,66,66,0,0,
0,66,66,66,66,66,66,66,66,66,66,66,66,65,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0,0,
0,0,0,0,0,0,0,66,65,65,65,65,65,65,65,65,65,65,65,66,65,65,65,65,65,65,66,0,0,0,0,0,
0,0,0,0,0,0,0,66,65,65,65,65,65,65,65,65,65,65,65,66,65,65,65,65,65,65,66,0,0,0,0,0,
0,0,0,0,0,0,0,66,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,66,0,0,0,0,0,
0,0,0,0,0,0,0,66,65,65,65,65,65,65,65,65,65,65,65,66,65,65,65,65,65,65,66,0,0,0,0,0,
0,0,0,0,0,0,0,66,65,65,65,65,65,65,65,65,65,65,65,66,65,65,65,65,65,65,66,0,0,0,0,0,
0,0,0,0,0,0,0,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

[layer]
type=connection_data
data=
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

